,user_id,isbn,book_rating,location,user_age,title,author,year,publisher,img_url,num_of_rating,fav_author,fav_publisher,avg_book_rate,weighted_score
25,254,0618002219,9,"minneapolis, minnesota, usa",24.0,The Hobbit: or There and Back Again,J.R.R. Tolkien,1999.0,Houghton Mifflin Company,http://images.amazon.com/images/P/0618002219.01.MZZZZZZZ.jpg,14,Neil Gaiman,Scholastic,9.357142857142858,8.770410848006478
26,254,0618002227,8,"minneapolis, minnesota, usa",24.0,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien,1999.0,Houghton Mifflin Company,http://images.amazon.com/images/P/0618002227.01.MZZZZZZZ.jpg,42,Neil Gaiman,Scholastic,8.944444444444445,8.753959264778938
27,254,0671021001,7,"minneapolis, minnesota, usa",24.0,She's Come Undone (Oprah's Book Club),Wally Lamb,1998.0,Pocket,http://images.amazon.com/images/P/0671021001.01.MZZZZZZZ.jpg,42,Neil Gaiman,Scholastic,7.857142857142857,7.9236562344759065
28,638,0316603287,9,"san diego, california, usa",20.0,The Lake House,James Patterson,2003.0,"Little, Brown",http://images.amazon.com/images/P/0316603287.01.MZZZZZZZ.jpg,14,Alice Sebold,"Little, Brown",7.571428571428571,7.84448492208055
29,638,0316666343,10,"san diego, california, usa",20.0,The Lovely Bones: A Novel,Alice Sebold,2002.0,"Little, Brown",http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,114,Alice Sebold,"Little, Brown",8.324561403508772,8.305520416505313
30,638,0316693200,9,"san diego, california, usa",20.0,2nd Chance,James Patterson,2002.0,"Little, Brown",http://images.amazon.com/images/P/0316693200.01.MZZZZZZZ.jpg,37,Alice Sebold,"Little, Brown",7.8,7.888021857923497
31,638,0316769487,10,"san diego, california, usa",20.0,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown",http://images.amazon.com/images/P/0316769487.01.MZZZZZZZ.jpg,49,Alice Sebold,"Little, Brown",8.326530612244898,8.287114401551207
32,638,0316776963,10,"san diego, california, usa",20.0,Me Talk Pretty One Day,David Sedaris,2001.0,Back Bay Books,http://images.amazon.com/images/P/0316776963.01.MZZZZZZZ.jpg,42,Alice Sebold,"Little, Brown",8.03225806451613,8.05738057465186
33,638,0316969443,10,"san diego, california, usa",20.0,Suzanne's Diary for Nicholas,James Patterson,2001.0,"Little, Brown",http://images.amazon.com/images/P/0316969443.01.MZZZZZZZ.jpg,33,Alice Sebold,"Little, Brown",7.6,7.752197671655976
34,638,0345339711,10,"san diego, california, usa",20.0,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986.0,Del Rey,http://images.amazon.com/images/P/0345339711.01.MZZZZZZZ.jpg,18,Alice Sebold,"Little, Brown",9.444444444444445,8.896809448263705
35,638,0385420161,9,"san diego, california, usa",20.0,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992.0,Doubleday Books,http://images.amazon.com/images/P/0385420161.01.MZZZZZZZ.jpg,12,Alice Sebold,"Little, Brown",8.333333333333334,8.232043715846995
36,638,0385504209,10,"san diego, california, usa",20.0,The Da Vinci Code,Dan Brown,2003.0,Doubleday,http://images.amazon.com/images/P/0385504209.01.MZZZZZZZ.jpg,81,Alice Sebold,"Little, Brown",8.666666666666666,8.593628647831647
37,638,0385505833,10,"san diego, california, usa",20.0,Skipping Christmas,JOHN GRISHAM,2001.0,Doubleday,http://images.amazon.com/images/P/0385505833.01.MZZZZZZZ.jpg,30,Alice Sebold,"Little, Brown",7.566666666666666,7.739560299911043
38,638,0446525537,9,"san diego, california, usa",20.0,A Walk to Remember,Nicholas Sparks,1999.0,Warner Books,http://images.amazon.com/images/P/0446525537.01.MZZZZZZZ.jpg,37,Alice Sebold,"Little, Brown",7.166666666666667,7.419355191256831
39,638,0446531332,10,"san diego, california, usa",20.0,Nights in Rodanthe,Nicholas Sparks,2002.0,Warner Books,http://images.amazon.com/images/P/0446531332.01.MZZZZZZZ.jpg,15,Alice Sebold,"Little, Brown",8.2,8.171467603434817
40,638,0670892963,7,"san diego, california, usa",20.0,Bridget Jones : The Edge of Reason,Helen Fielding,2000.0,Viking Books,http://images.amazon.com/images/P/0670892963.01.MZZZZZZZ.jpg,18,Alice Sebold,"Little, Brown",7.388888888888889,7.7032610611669305
41,638,0679746048,7,"san diego, california, usa",20.0,"Girl, Interrupted",SUSANNA KAYSEN,1994.0,Vintage,http://images.amazon.com/images/P/0679746048.01.MZZZZZZZ.jpg,26,Alice Sebold,"Little, Brown",8.0,8.046181869132688
42,1435,0060915544,10,"st. louis, missouri, usa",36.0,The Bean Trees,Barbara Kingsolver,1989.0,Perennial,http://images.amazon.com/images/P/0060915544.01.MZZZZZZZ.jpg,34,Amy Tan,Ballantine Books,8.565217391304348,8.447201791500483
43,1435,0345378490,5,"st. louis, missouri, usa",36.0,Congo,Michael Crichton,1995.0,Ballantine Books,http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg,19,Amy Tan,Ballantine Books,7.2631578947368425,7.618784153005464
44,1435,0345387651,5,"st. louis, missouri, usa",36.0,The Cider House Rules,John Irving,1994.0,Ballantine Books,http://images.amazon.com/images/P/0345387651.01.MZZZZZZZ.jpg,16,Amy Tan,Ballantine Books,7.4375,7.75176182400603
45,1435,0446672211,8,"st. louis, missouri, usa",36.0,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998.0,Warner Books,http://images.amazon.com/images/P/0446672211.01.MZZZZZZZ.jpg,52,Amy Tan,Ballantine Books,8.26923076923077,8.243093736864228
46,1435,0451183665,7,"st. louis, missouri, usa",36.0,A Case of Need,Michael Crichton,1994.0,Signet Book,http://images.amazon.com/images/P/0451183665.01.MZZZZZZZ.jpg,12,Amy Tan,Ballantine Books,6.5,7.352043715846995
47,1435,0671024248,4,"st. louis, missouri, usa",36.0,Hearts In Atlantis,Stephen King,2000.0,Pocket,http://images.amazon.com/images/P/0671024248.01.MZZZZZZZ.jpg,21,Amy Tan,Ballantine Books,7.857142857142857,7.964738026358084
48,1435,068484267X,8,"st. louis, missouri, usa",36.0,Angela's Ashes: A Memoir,Frank McCourt,1999.0,Scribner,http://images.amazon.com/images/P/068484267X.01.MZZZZZZZ.jpg,29,Amy Tan,Ballantine Books,8.482758620689655,8.376216497527972
49,1435,0684848783,5,"st. louis, missouri, usa",36.0,Tis : A Memoir,Frank McCourt,1999.0,Scribner,http://images.amazon.com/images/P/0684848783.01.MZZZZZZZ.jpg,13,Amy Tan,Ballantine Books,7.076923076923077,7.607734342160572
50,1435,080410753X,10,"st. louis, missouri, usa",36.0,The Kitchen God's Wife,Amy Tan,1992.0,Ivy Books,http://images.amazon.com/images/P/080410753X.01.MZZZZZZZ.jpg,21,Amy Tan,Ballantine Books,8.428571428571429,8.317679202828673
51,1435,0971880107,5,"st. louis, missouri, usa",36.0,Wild Animus,Rich Shapero,2004.0,Too Far,http://images.amazon.com/images/P/0971880107.01.MZZZZZZZ.jpg,27,Amy Tan,Ballantine Books,3.7777777777777777,5.195027322404371
52,1435,155874262X,10,"st. louis, missouri, usa",36.0,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,1993.0,Health Communications,http://images.amazon.com/images/P/155874262X.01.MZZZZZZZ.jpg,17,Amy Tan,Ballantine Books,8.294117647058824,8.226703096539163
53,2766,0060958022,8,"frisco, texas, usa",42.0,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial,http://images.amazon.com/images/P/0060958022.01.MZZZZZZZ.jpg,19,Harper Lee,Dell,8.0,8.056284153005464
54,2766,0316666343,9,"frisco, texas, usa",42.0,The Lovely Bones: A Novel,Alice Sebold,2002.0,"Little, Brown",http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,114,Harper Lee,Dell,8.324561403508772,8.305520416505313
55,2766,0440211263,8,"frisco, texas, usa",42.0,Circle of Friends,Maeve Binchy,1991.0,Dell,http://images.amazon.com/images/P/0440211263.01.MZZZZZZZ.jpg,16,Harper Lee,Dell,8.375,8.269003203316375
56,2766,0440219078,8,"frisco, texas, usa",42.0,The Giver (21st Century Reference),LOIS LOWRY,1994.0,Laure Leaf,http://images.amazon.com/images/P/0440219078.01.MZZZZZZZ.jpg,14,Harper Lee,Dell,9.285714285714286,8.73337381096944
57,2766,0440221595,8,"frisco, texas, usa",42.0,The Glass Lake,Maeve Binchy,1996.0,Dell,http://images.amazon.com/images/P/0440221595.01.MZZZZZZZ.jpg,11,Harper Lee,Dell,8.181818181818182,8.158378870673953
58,2766,0446310786,10,"frisco, texas, usa",42.0,To Kill a Mockingbird,Harper Lee,1988.0,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,57,Harper Lee,Dell,9.087719298245615,8.911444184231069
59,2766,0446516538,6,"frisco, texas, usa",42.0,Slow Waltz in Cedar Bend,Robert James Waller,1993.0,Warner Books,http://images.amazon.com/images/P/0446516538.01.MZZZZZZZ.jpg,13,Harper Lee,Dell,6.384615384615385,7.261580496006726
60,2766,0446611867,7,"frisco, texas, usa",42.0,A Bend in the Road,Nicholas Sparks,2002.0,Warner Books,http://images.amazon.com/images/P/0446611867.01.MZZZZZZZ.jpg,25,Harper Lee,Dell,6.928571428571429,7.342509963433173
61,2766,0449005615,9,"frisco, texas, usa",42.0,Seabiscuit: An American Legend,LAURA HILLENBRAND,2002.0,Ballantine Books,http://images.amazon.com/images/P/0449005615.01.MZZZZZZZ.jpg,15,Harper Lee,Dell,9.066666666666666,8.63575331772053
62,2766,0553279912,7,"frisco, texas, usa",42.0,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987.0,Bantam,http://images.amazon.com/images/P/0553279912.01.MZZZZZZZ.jpg,32,Harper Lee,Dell,7.375,7.595579842137219
63,2766,0767902521,8,"frisco, texas, usa",42.0,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,1999.0,Broadway Books,http://images.amazon.com/images/P/0767902521.01.MZZZZZZZ.jpg,18,Harper Lee,Dell,8.5,8.348422351489512
64,2766,0971880107,6,"frisco, texas, usa",42.0,Wild Animus,Rich Shapero,2004.0,Too Far,http://images.amazon.com/images/P/0971880107.01.MZZZZZZZ.jpg,27,Harper Lee,Dell,3.7777777777777777,5.195027322404371
65,4017,0060915544,8,"new orleans, louisiana, usa",48.0,The Bean Trees,Barbara Kingsolver,1989.0,Perennial,http://images.amazon.com/images/P/0060915544.01.MZZZZZZZ.jpg,34,ANNA QUINDLEN,Perennial,8.565217391304348,8.447201791500483
66,4017,0060929871,9,"new orleans, louisiana, usa",48.0,Brave New World,Aldous Huxley,1998.0,Perennial,http://images.amazon.com/images/P/0060929871.01.MZZZZZZZ.jpg,23,ANNA QUINDLEN,Perennial,7.739130434782608,7.8833636915604135
67,4017,0140244824,10,"new orleans, louisiana, usa",48.0,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996.0,Penguin Books,http://images.amazon.com/images/P/0140244824.01.MZZZZZZZ.jpg,16,ANNA QUINDLEN,Perennial,7.0,7.510382513661202
68,4017,014028009X,9,"new orleans, louisiana, usa",48.0,Bridget Jones's Diary,Helen Fielding,1999.0,Penguin Books,http://images.amazon.com/images/P/014028009X.01.MZZZZZZZ.jpg,75,ANNA QUINDLEN,Perennial,8.052631578947368,8.065323424059404
69,4017,0316096199,10,"new orleans, louisiana, usa",48.0,Lucky : A Memoir,Alice Sebold,2002.0,Back Bay Books,http://images.amazon.com/images/P/0316096199.01.MZZZZZZZ.jpg,33,ANNA QUINDLEN,Perennial,8.727272727272727,8.56089332382989
70,4017,0316666343,10,"new orleans, louisiana, usa",48.0,The Lovely Bones: A Novel,Alice Sebold,2002.0,"Little, Brown",http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,114,ANNA QUINDLEN,Perennial,8.324561403508772,8.305520416505313
71,4017,0316899984,5,"new orleans, louisiana, usa",48.0,"River, Cross My Heart",Breena Clarke,1999.0,Little Brown &amp; Company,http://images.amazon.com/images/P/0316899984.01.MZZZZZZZ.jpg,19,ANNA QUINDLEN,Perennial,7.105263157894737,7.525034153005464
72,4017,0345423291,9,"new orleans, louisiana, usa",48.0,What We Keep : A Novel (Ballantine Reader's Circle),Elizabeth Berg,1999.0,Ballantine Books,http://images.amazon.com/images/P/0345423291.01.MZZZZZZZ.jpg,11,ANNA QUINDLEN,Perennial,8.545454545454545,8.32504553734062
73,4017,0345443284,10,"new orleans, louisiana, usa",48.0,While I Was Gone,Sue Miller,1999.0,Ballantine Books,http://images.amazon.com/images/P/0345443284.01.MZZZZZZZ.jpg,26,ANNA QUINDLEN,Perennial,7.1923076923076925,7.50772033067115
74,4017,0375500510,10,"new orleans, louisiana, usa",48.0,Black and Blue : A Novel,ANNA QUINDLEN,1998.0,Random House,http://images.amazon.com/images/P/0375500510.01.MZZZZZZZ.jpg,13,ANNA QUINDLEN,Perennial,8.76923076923077,8.45388818831442
75,4017,037570504X,10,"new orleans, louisiana, usa",48.0,"Breath, Eyes, Memory",Edwidge Danticat,1998.0,Vintage Books USA,http://images.amazon.com/images/P/037570504X.01.MZZZZZZZ.jpg,16,ANNA QUINDLEN,Perennial,7.1875,7.613830789523272
76,4017,0375705856,9,"new orleans, louisiana, usa",48.0,Plainsong (Vintage Contemporaries),KENT HARUF,2000.0,Vintage,http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg,14,ANNA QUINDLEN,Perennial,8.0,8.066707144302772
77,4017,0375707972,10,"new orleans, louisiana, usa",48.0,The Reader,Bernhard Schlink,1999.0,Vintage Books USA,http://images.amazon.com/images/P/0375707972.01.MZZZZZZZ.jpg,31,ANNA QUINDLEN,Perennial,7.516129032258065,7.700024838549429
78,4017,0380730138,9,"new orleans, louisiana, usa",48.0,Vinegar Hill (Oprah's Book Club (Paperback)),A. Manette Ansay,1998.0,Perennial,http://images.amazon.com/images/P/0380730138.01.MZZZZZZZ.jpg,23,ANNA QUINDLEN,Perennial,7.043478260869565,7.438919247115969
79,4017,0385265700,9,"new orleans, louisiana, usa",48.0,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990.0,Anchor,http://images.amazon.com/images/P/0385265700.01.MZZZZZZZ.jpg,19,ANNA QUINDLEN,Perennial,8.0,8.056284153005464
80,4017,0385486804,10,"new orleans, louisiana, usa",48.0,Into the Wild,Jon Krakauer,1997.0,Anchor,http://images.amazon.com/images/P/0385486804.01.MZZZZZZZ.jpg,15,ANNA QUINDLEN,Perennial,7.933333333333334,8.028610460577674
81,4017,0385502532,9,"new orleans, louisiana, usa",48.0,Drowning Ruth,Christina Schwarz,2000.0,Doubleday,http://images.amazon.com/images/P/0385502532.01.MZZZZZZZ.jpg,15,ANNA QUINDLEN,Perennial,8.133333333333333,8.13575331772053
82,4017,0446310786,10,"new orleans, louisiana, usa",48.0,To Kill a Mockingbird,Harper Lee,1988.0,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,57,ANNA QUINDLEN,Perennial,9.087719298245615,8.911444184231069
83,4017,0446516538,7,"new orleans, louisiana, usa",48.0,Slow Waltz in Cedar Bend,Robert James Waller,1993.0,Warner Books,http://images.amazon.com/images/P/0446516538.01.MZZZZZZZ.jpg,13,ANNA QUINDLEN,Perennial,6.384615384615385,7.261580496006726
84,4017,0452260116,9,"new orleans, louisiana, usa",48.0,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,1987.0,Plume Books,http://images.amazon.com/images/P/0452260116.01.MZZZZZZZ.jpg,11,ANNA QUINDLEN,Perennial,7.0,7.616712204007285
85,4017,0452280621,10,"new orleans, louisiana, usa",48.0,Beloved,Toni Morrison,1998.0,Plume Books,http://images.amazon.com/images/P/0452280621.01.MZZZZZZZ.jpg,11,ANNA QUINDLEN,Perennial,8.090909090909092,8.116712204007285
86,4017,0452282829,10,"new orleans, louisiana, usa",48.0,We Were the Mulvaneys,Joyce Carol Oates,1996.0,Plume,http://images.amazon.com/images/P/0452282829.01.MZZZZZZZ.jpg,30,ANNA QUINDLEN,Perennial,7.6,7.762816113864531
87,4017,0670892963,8,"new orleans, louisiana, usa",48.0,Bridget Jones : The Edge of Reason,Helen Fielding,2000.0,Viking Books,http://images.amazon.com/images/P/0670892963.01.MZZZZZZZ.jpg,18,ANNA QUINDLEN,Perennial,7.388888888888889,7.7032610611669305
88,4017,0671038184,10,"new orleans, louisiana, usa",48.0,Jewel,Bret Lott,1999.0,Washington Square Press,http://images.amazon.com/images/P/0671038184.01.MZZZZZZZ.jpg,14,ANNA QUINDLEN,Perennial,7.571428571428571,7.84448492208055
89,4017,0671510053,10,"new orleans, louisiana, usa",48.0,SHIPPING NEWS,Annie Proulx,1994.0,Scribner,http://images.amazon.com/images/P/0671510053.01.MZZZZZZZ.jpg,25,ANNA QUINDLEN,Perennial,8.04,8.07371297095197
90,4017,067976402X,10,"new orleans, louisiana, usa",48.0,Snow Falling on Cedars,David Guterson,1995.0,Vintage Books USA,http://images.amazon.com/images/P/067976402X.01.MZZZZZZZ.jpg,37,ANNA QUINDLEN,Perennial,8.297297297297296,8.256021857923496
91,4017,068484267X,10,"new orleans, louisiana, usa",48.0,Angela's Ashes: A Memoir,Frank McCourt,1999.0,Scribner,http://images.amazon.com/images/P/068484267X.01.MZZZZZZZ.jpg,29,ANNA QUINDLEN,Perennial,8.482758620689655,8.376216497527972
92,4017,068484477X,5,"new orleans, louisiana, usa",48.0,STONES FROM THE RIVER,Ursula Hegi,1997.0,Touchstone,http://images.amazon.com/images/P/068484477X.01.MZZZZZZZ.jpg,27,ANNA QUINDLEN,Perennial,8.25925925925926,8.220027322404372
93,4017,1565122968,10,"new orleans, louisiana, usa",48.0,Gap Creek: A Novel,Robert Morgan,2000.0,Algonquin Books of Chapel Hill,http://images.amazon.com/images/P/1565122968.01.MZZZZZZZ.jpg,11,ANNA QUINDLEN,Perennial,7.090909090909091,7.658378870673952
94,4017,1573225789,9,"new orleans, louisiana, usa",48.0,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1997.0,Riverhead Books,http://images.amazon.com/images/P/1573225789.01.MZZZZZZZ.jpg,15,ANNA QUINDLEN,Perennial,8.466666666666667,8.314324746291959
95,5582,014028009X,10,"seattle, washington, usa",26.0,Bridget Jones's Diary,Helen Fielding,1999.0,Penguin Books,http://images.amazon.com/images/P/014028009X.01.MZZZZZZZ.jpg,75,Ayn Rand,Ballantine Books,8.052631578947368,8.065323424059404
96,5582,0140293248,9,"seattle, washington, usa",26.0,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000.0,Penguin Books,http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg,43,Ayn Rand,Ballantine Books,7.2592592592592595,7.4633793043629115
97,5582,0312966970,10,"seattle, washington, usa",26.0,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999.0,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312966970.01.MZZZZZZZ.jpg,31,Ayn Rand,Ballantine Books,8.451612903225806,8.359115747640338
98,5582,0312976275,10,"seattle, washington, usa",26.0,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2001.0,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312976275.01.MZZZZZZZ.jpg,27,Ayn Rand,Ballantine Books,8.37037037037037,8.295027322404373
99,5582,0345301110,7,"seattle, washington, usa",26.0,Story of O,Pauline Reage,1989.0,Ballantine Books,http://images.amazon.com/images/P/0345301110.01.MZZZZZZZ.jpg,15,Ayn Rand,Ballantine Books,7.066666666666666,7.564324746291959
100,5582,0345334531,8,"seattle, washington, usa",26.0,Feast of All Saints,Anne Rice,1986.0,Ballantine Books,http://images.amazon.com/images/P/0345334531.01.MZZZZZZZ.jpg,15,Ayn Rand,Ballantine Books,7.933333333333334,8.028610460577674
101,5582,0345409671,10,"seattle, washington, usa",26.0,"Memnoch the Devil (Vampire Chronicles, No 5)",Anne Rice,1997.0,Ballantine Books,http://images.amazon.com/images/P/0345409671.01.MZZZZZZZ.jpg,11,Ayn Rand,Ballantine Books,8.090909090909092,8.116712204007285
102,5582,0345423402,10,"seattle, washington, usa",26.0,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2002.0,Ballantine Books,http://images.amazon.com/images/P/0345423402.01.MZZZZZZZ.jpg,16,Ayn Rand,Ballantine Books,8.1875,8.165554927454306
103,5582,0380789035,9,"seattle, washington, usa",26.0,American Gods,Neil Gaiman,2002.0,HarperTorch,http://images.amazon.com/images/P/0380789035.01.MZZZZZZZ.jpg,26,Ayn Rand,Ballantine Books,8.423076923076923,8.328233151183971
104,5582,0425152251,10,"seattle, washington, usa",26.0,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425152251.01.MZZZZZZZ.jpg,11,Ayn Rand,Ballantine Books,8.181818181818182,8.158378870673953
